"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","truncate","inline-block","truncate 2"
"https://shopee.co.id/CINCIN-TINJU-TRIANGLE-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.29585873752?extraParams=%7B%22display_model_id%22%3A282587935557%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mn9v2z5qnjewe6","CINCIN TINJU TRIANGLE BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.166.000","Pilih Lokal","5.0","9 terjual"
"https://shopee.co.id/CINCIN-LILAC-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.26917224527?extraParams=%7B%22display_model_id%22%3A330806696024%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wn-mn9vvb9p1jwoc5","CINCIN LILAC BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.670.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-H-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.23243828687?extraParams=%7B%22display_model_id%22%3A214325951902%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk8-ma8h58egsgck06","CINCIN TUNANGAN SOLITAIRE H - EMAS 17K - BUNGA TANJUNG GOLD","7.239.000","Pilih Lokal","5.0","7 terjual"
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-BAGUETTE-D-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.41355308325?extraParams=%7B%22display_model_id%22%3A310734150176%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mb7udrblp1auea","CINCIN TUNANGAN SOLITAIRE BAGUETTE D - EMAS 17K - BUNGA TANJUNG GOLD","5.424.000","Pilih Lokal","5.0","2 terjual"
"https://shopee.co.id/CINCIN-WAVE-BINTANG-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40970400332?extraParams=%7B%22display_model_id%22%3A301665546177%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224x-mkuh8zsasykl3b","CINCIN WAVE BINTANG BLINK - EMAS 17K - BUNGA TANJUNG GOLD","4.788.000","Pilih Lokal","5.0","4 terjual"
"https://shopee.co.id/CINCIN-PITA-BOLA-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.44230195891?extraParams=%7B%22display_model_id%22%3A440806880782%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mn8gftlfn8xtb6","CINCIN PITA BOLA BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.930.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-PLAT-WAVE-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.55356341283?extraParams=%7B%22display_model_id%22%3A320572880388%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224w-ml1tf1n3kglc4f","CINCIN PLAT WAVE B - EMAS 17K - BUNGA TANJUNG GOLD","3.906.000","Pilih Lokal","5.0","4 terjual"
"https://shopee.co.id/CINCIN-TWIN-LAYER-BOBBA-V-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.54809142413?extraParams=%7B%22display_model_id%22%3A350870654334%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mn9n4r3s3y83cb","CINCIN TWIN LAYER BOBBA V BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.300.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-LOVE-HATI-A-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.42579024010?extraParams=%7B%22display_model_id%22%3A400802950132%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mnawvuomh3437d","CINCIN LOVE HATI A BOLD - EMAS 18K - BUNGA TANJUNG GOLD","9.702.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-KIARA-PINK-SAKURA-PITA-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42212810637?extraParams=%7B%22display_model_id%22%3A238003851776%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdvy-mdeh7h2o9kno99","CINCIN KIARA PINK SAKURA PITA BLINK - EMAS 17K - BUNGA TANJUNG GOLD","18.243.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-KELLY-KUPU-KUPU-HOLOGRAM-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.21688509248?extraParams=%7B%22display_model_id%22%3A345493199743%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224y-mkyym98he9dz09","CINCIN KELLY KUPU KUPU HOLOGRAM - EMAS 17K - BUNGA TANJUNG GOLD","2.268.000","Pilih Lokal","4.8","94 terjual"
"https://shopee.co.id/CINCIN-MILGRAIN-SHIMMER-POLOS-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.45859759700?extraParams=%7B%22display_model_id%22%3A410861670858%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mno2jewwf56p9a","CINCIN MILGRAIN SHIMMER POLOS - EMAS 17K - BUNGA TANJUNG GOLD","4.032.000","Pilih Lokal","5.0","1 terjual"
"https://shopee.co.id/CINCIN-TWISTORA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.47460094909?extraParams=%7B%22display_model_id%22%3A345886487404%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mnxp0hfrfzep3f","CINCIN TWISTORA - EMAS 17K - BUNGA TANJUNG GOLD","2.142.000","","4.9 Penilaian Toko",""
"https://shopee.co.id/GELANG-UNLIMITED-LOVE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.49956859651?extraParams=%7B%22display_model_id%22%3A385615687343%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mlt59vrerqbpc9","GELANG UNLIMITED LOVE - EMAS 17K - BUNGA TANJUNG GOLD","25.461.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-LINEAR-LOOP-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.43829027955?extraParams=%7B%22display_model_id%22%3A315604430099%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mnawvuomihoj5a","CINCIN LINEAR LOOP BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.544.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-UNTIR-E-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.51209131855?extraParams=%7B%22display_model_id%22%3A425809277181%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mn9hnnfgxwqoad","CINCIN UNTIR E BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.418.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-TINJU-BOLA-B-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.29291999280?extraParams=%7B%22display_model_id%22%3A258938978476%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224q-mkuh8zsaq5fp6d","CINCIN TINJU BOLA B BOLD - EMAS 18K - BUNGA TANJUNG GOLD","7.182.000","Pilih Lokal","5.0","3 terjual"
"https://shopee.co.id/CINCIN-TWIN-WAVE-B-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.51559103458?extraParams=%7B%22display_model_id%22%3A350806831384%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wg-mn8fq6h8r0na04","CINCIN TWIN WAVE B BOLD - EMAS 18K - BUNGA TANJUNG GOLD","8.316.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-INFINITY-POLOS-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42160534178?extraParams=%7B%22display_model_id%22%3A280886105526%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224y-mkuf4vu8kt1c85","CINCIN INFINITY POLOS A - EMAS 17K - BUNGA TANJUNG GOLD","2.884.000","Pilih Lokal","5.0","5 terjual"
"https://shopee.co.id/CINCIN-CLOVER-HIJAU-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.28824684405?extraParams=%7B%22display_model_id%22%3A198182458706%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224x-mktaj7yneubnc8","CINCIN CLOVER HIJAU - EMAS 17K - BUNGA TANJUNG GOLD","5.040.000","12 terjual","4.7",""
"https://shopee.co.id/CINCIN-2-LAYER-KUNCI-HATI-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.44259086298?extraParams=%7B%22display_model_id%22%3A265760629306%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82251-mkxafrz8ighuff","CINCIN 2 LAYER KUNCI HATI BLINK - EMAS 17K - BUNGA TANJUNG GOLD","4.662.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-TINJU-PLAT-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.46709151971?extraParams=%7B%22display_model_id%22%3A385809325761%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wp-mn9iu46ytkox0f","CINCIN TINJU PLAT BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.930.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-KEPANG-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.25461821083?extraParams=%7B%22display_model_id%22%3A259153320827%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mma88g77785h60","CINCIN TUNANGAN SOLITAIRE KEPANG - EMAS 17K - BUNGA TANJUNG GOLD","5.860.000","Pilih Lokal","5.0","19 terjual"
"https://shopee.co.id/CINCIN-ZAFIRA-AURA-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.50606485228?extraParams=%7B%22display_model_id%22%3A420582715384%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wu-mn9xk048d98m64","CINCIN ZAFIRA AURA BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.930.000","Pilih Lokal","5.0","1 terjual"
"https://shopee.co.id/CINCIN-WILLOW-VINE-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.54206719368?extraParams=%7B%22display_model_id%22%3A335604540143%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mnay2vtqj5dv08","CINCIN WILLOW VINE BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.048.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-BLISS-TWIN-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.49259144529?extraParams=%7B%22display_model_id%22%3A365808827336%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mn9dvekzn8xt78","CINCIN BLISS TWIN BOLD - EMAS 18K - BUNGA TANJUNG GOLD","8.568.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-PLAT-HATI-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.11682333007?extraParams=%7B%22display_model_id%22%3A272303695782%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wu-mm5hrw0i5ipuee","CINCIN TUNANGAN SOLITAIRE PLAT HATI - EMAS 17K - BUNGA TANJUNG GOLD","4.826.000","Pilih Lokal","5.0","33 terjual"
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-SALVINA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.13293488643?extraParams=%7B%22display_model_id%22%3A395529700813%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m9fbtuke1s0h12","CINCIN TUNANGAN SOLITAIRE SALVINA - EMAS 17K - BUNGA TANJUNG GOLD","6.205.000","Pilih Lokal","4.9","15 terjual"
"https://shopee.co.id/CINCIN-WILLOW-LEAF-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.44656738787?extraParams=%7B%22display_model_id%22%3A325802963629%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mn9xk048ag3qb0","CINCIN WILLOW LEAF BOLD - EMAS 18K - BUNGA TANJUNG GOLD","4.284.000","Pilih Lokal","4.5","3 terjual"
"https://shopee.co.id/CINCIN-CHARLOTTE-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.56809098492?extraParams=%7B%22display_model_id%22%3A310807447130%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wo-mn8gftlfhmo13c","CINCIN CHARLOTTE BOLD - EMAS 18K - BUNGA TANJUNG GOLD","7.686.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-PLAT-SLIM-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.55559133204?extraParams=%7B%22display_model_id%22%3A375809718440%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mn9lk0qug4coa2","CINCIN PLAT SLIM BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.544.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-UNTIR-WAVE-C-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.44909174381?extraParams=%7B%22display_model_id%22%3A425811972526%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mn9xp1v7yb5v13","CINCIN UNTIR WAVE C BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.831.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-SPIRAL-KUDA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.51458127260?extraParams=%7B%22display_model_id%22%3A390721622559%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mmk54xmcmw3n1f","CINCIN SPIRAL KUDA - EMAS 17K - BUNGA TANJUNG GOLD","10.836.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-LUXE-CHAIN-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.56359155121?extraParams=%7B%22display_model_id%22%3A355810812200%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mn9r238t45504a","CINCIN LUXE CHAIN BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.300.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-TINJU-STAR-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.46159127642?extraParams=%7B%22display_model_id%22%3A415806798635%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wn-mn8fq6h8ledib6","CINCIN TINJU STAR BOLD - EMAS 18K - BUNGA TANJUNG GOLD","7.056.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-SAVIRA-TINJU-DUO-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.45306493296?extraParams=%7B%22display_model_id%22%3A385582768284%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822ws-mn9xk048buo68f","CINCIN SAVIRA TINJU DUO BOLD - EMAS 18K - BUNGA TANJUNG GOLD","7.938.000","Pilih Lokal","5.0","2 terjual"
"https://shopee.co.id/CINCIN-2-IN-1-OVAL-BLINK-YU-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.27888355034?extraParams=%7B%22display_model_id%22%3A275620207312%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224u-mkuf4vu8hzwg3b","CINCIN 2 IN 1 OVAL BLINK YU - EMAS 17K - BUNGA TANJUNG GOLD","8.820.000","Pilih Lokal","5.0","7 terjual"
"https://shopee.co.id/CINCIN-PLAT-X-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.50259140591?extraParams=%7B%22display_model_id%22%3A405809216155%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mn9hnnfgphc002","CINCIN PLAT X BOLD - EMAS 18K - BUNGA TANJUNG GOLD","4.536.000","Pilih Lokal","5.0","1 terjual"
"https://shopee.co.id/CINCIN-ARUNA-CHAIN-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.53856475759?extraParams=%7B%22display_model_id%22%3A365582373754%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mn9xk048ent2e5","CINCIN ARUNA CHAIN BOLD - EMAS 18K - BUNGA TANJUNG GOLD","4.158.000","Pilih Lokal","5.0","4 terjual"
"https://shopee.co.id/CINCIN-RADIANT-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.55406735026?extraParams=%7B%22display_model_id%22%3A310803691054%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822ws-mnay2vtww3yae3","CINCIN RADIANT BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.678.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-DISNEY-MICKEY-HOLOGRAM-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.24916165077?extraParams=%7B%22display_model_id%22%3A137854133430%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224q-mkurrhso1mh129","CINCIN DISNEY MICKEY HOLOGRAM - EMAS 17K - BUNGA TANJUNG GOLD","4.136.000","2 terjual","5.0",""
"https://shopee.co.id/CINCIN-VARSHA-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.29717960042?extraParams=%7B%22display_model_id%22%3A187985698328%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822ws-mlybsc1lhf5uff","CINCIN VARSHA BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.426.000","Pilih Lokal","5.0","4 terjual"
"https://shopee.co.id/CINCIN-INFINITY-FLOREN-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.45209012272?extraParams=%7B%22display_model_id%22%3A355797442570%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mn5gdphrskxw50","CINCIN INFINITY FLOREN - EMAS 17K - BUNGA TANJUNG GOLD","7.182.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-UNLIMITED-PRISM-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.42980204640?extraParams=%7B%22display_model_id%22%3A435810657929%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mn9owjoatr0h9d","CINCIN UNLIMITED PRISM BOLD - EMAS 18K - BUNGA TANJUNG GOLD","4.662.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-KYRA-WAVE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.44956352490?extraParams=%7B%22display_model_id%22%3A198810089739%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82252-ml1rznkqosg485","CINCIN KYRA WAVE - EMAS 17K - BUNGA TANJUNG GOLD","3.124.000","Pilih Lokal","5.0","3 terjual"
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-SISIK-NAGA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.29459021762?extraParams=%7B%22display_model_id%22%3A69806046520%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbka-m9h3vftbnmki12","CINCIN TUNANGAN SOLITAIRE SISIK NAGA - EMAS 17K - BUNGA TANJUNG GOLD","7.928.000","3 terjual","4.5",""
"https://shopee.co.id/CINCIN-KUMBANG-WARNA-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40212100747?extraParams=%7B%22display_model_id%22%3A306012816346%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224x-mkuh8zsark05a7","CINCIN KUMBANG WARNA BLINK - EMAS 17K - BUNGA TANJUNG GOLD","6.804.000","Pilih Lokal","5.0","3 terjual"
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-PLAT-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.26134122322?extraParams=%7B%22display_model_id%22%3A420529697484%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9fp3qfyc67256","CINCIN TUNANGAN SOLITAIRE PLAT A - EMAS 17K - BUNGA TANJUNG GOLD","8.962.000","Pilih Lokal","5.0","7 terjual"
"https://shopee.co.id/CINCIN-EVERLEST-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.47556752134?extraParams=%7B%22display_model_id%22%3A415604938268%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wp-mnawvuomqx3799","CINCIN EVERLEST BOLD - EMAS 18K - BUNGA TANJUNG GOLD","8.694.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-CLASSIC-ROUND-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.47509156334?extraParams=%7B%22display_model_id%22%3A445809468437%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mn9jvk92z4le1a","CINCIN CLASSIC ROUND BOLD - EMAS 18K - BUNGA TANJUNG GOLD","4.914.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-LAYER-BOBBA-ARROW-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.53709156069?extraParams=%7B%22display_model_id%22%3A415811198547%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mn9svpa5mpkx86","CINCIN LAYER BOBBA ARROW BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.300.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-REAGAN-DOUBLE-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.27017735042?extraParams=%7B%22display_model_id%22%3A233466709955%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mn9v2z5qrr4896","CINCIN REAGAN DOUBLE BOLD - EMAS 18K - BUNGA TANJUNG GOLD","9.072.000","Pilih Lokal","4.5","4 terjual"
"https://shopee.co.id/CINCIN-CANE-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.46509176274?extraParams=%7B%22display_model_id%22%3A282553410897%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mn9svpa5sbupe4","CINCIN CANE BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.796.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-PUFFY-HEART-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.56158189953?extraParams=%7B%22display_model_id%22%3A307505134279%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822ws-mmlwewi3csue86","CINCIN PUFFY HEART - EMAS 17K - BUNGA TANJUNG GOLD","5.544.000","Pilih Lokal","5.0","1 terjual"
"https://shopee.co.id/CINCIN-GLOO-DOME-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.45059187420?extraParams=%7B%22display_model_id%22%3A325812002206%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wg-mn9y4hn6hgjn65","CINCIN GLOO DOME BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.678.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-KIARA-KUPU-KUPU-WARNA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40761094256?extraParams=%7B%22display_model_id%22%3A296056644425%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82250-mkvxmlhgfs3ked","CINCIN KIARA KUPU KUPU WARNA - EMAS 17K - BUNGA TANJUNG GOLD","7.938.000","Pilih Lokal","5.0","2 terjual"
"https://shopee.co.id/CINCIN-INFINITY-SHAPE-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.54506740391?extraParams=%7B%22display_model_id%22%3A302548523991%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mn9xk048g2di81","CINCIN INFINITY SHAPE BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.922.000","Pilih Lokal","5.0","2 terjual"
"https://shopee.co.id/CINCIN-GOLDEN-TETES-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.43728845992?extraParams=%7B%22display_model_id%22%3A282414989457%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224p-ml1svyfj3nczfd","CINCIN GOLDEN TETES - EMAS 17K - BUNGA TANJUNG GOLD","9.828.000","Pilih Lokal","5.0","2 terjual"
"https://shopee.co.id/CINCIN-FLOWER-BLINK-D-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.44110372450?extraParams=%7B%22display_model_id%22%3A260872553595%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224w-mkufxlahd4ap18","CINCIN FLOWER BLINK D - EMAS 17K - BUNGA TANJUNG GOLD","3.276.000","Pilih Lokal","5.0","6 terjual"
"https://shopee.co.id/CINCIN-SUPER-RINGAN-BINTANG-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.41123943379?extraParams=%7B%22display_model_id%22%3A306945771172%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224q-mkvzymyga9s2cc","CINCIN SUPER RINGAN BINTANG - EMAS 17K - BUNGA TANJUNG GOLD","2.142.000","Pilih Lokal","4.9 Penilaian Toko",""
"https://shopee.co.id/CINCIN-LUME-CHAIN-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.53659160481?extraParams=%7B%22display_model_id%22%3A390810994204%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wn-mn9sc7nuntoh94","CINCIN LUME CHAIN BOLD - EMAS 18K - BUNGA TANJUNG GOLD","6.174.000","Pilih Lokal","4.9 Penilaian Toko",""
