"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","inline-block","truncate","truncate 2"
"https://shopee.co.id/KALUNG-SERUT-CLOVER-O-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.22354855547?extraParams=%7B%22display_model_id%22%3A187991729244%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82252-mkt2j4xme4g1ba","KALUNG SERUT CLOVER O - EMAS 17K - BUNGA TANJUNG GOLD","11.718.000","4.9","33 terjual",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-PRINCESS-SNOW-WHITE-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42779138754?extraParams=%7B%22display_model_id%22%3A395622973684%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mllv26u7hkar7e","KALUNG KIDS ANAK PRINCESS SNOW WHITE B - EMAS 17K - BUNGA TANJUNG GOLD","8.190.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-VAR-30-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.50257616476?extraParams=%7B%22display_model_id%22%3A400828670917%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mne7ccfxyygx01","KALUNG VAR 30 - EMAS 17K - BUNGA TANJUNG GOLD","7.796.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-HATI-KRAWANG-BUNGA-MAWAR-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.27989647661?extraParams=%7B%22display_model_id%22%3A253721597779%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224x-mkulxv1wuyvb12","KALUNG HATI KRAWANG BUNGA MAWAR - EMAS 17K - BUNGA TANJUNG GOLD","8.946.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-HOLLOW-TWIN-RING-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.15296196708?extraParams=%7B%22display_model_id%22%3A370572447412%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82251-ml1jzdvqr1tzcb","KALUNG HOLLOW TWIN RING - EMAS 17K - BUNGA TANJUNG GOLD","22.176.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-RING-BOBBA-CLOVER-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.45007166876?extraParams=%7B%22display_model_id%22%3A310637775199%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822ws-mlrc24d2q9dv41","KALUNG RING BOBBA CLOVER BLINK - EMAS 17K - BUNGA TANJUNG GOLD","6.048.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-HOLLOW-UNLIMITED-BUBBLE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.53908107283?extraParams=%7B%22display_model_id%22%3A445719806664%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822ws-mmjuk054k3r52a","KALUNG HOLLOW UNLIMITED BUBBLE - EMAS 17K - BUNGA TANJUNG GOLD","10.458.000","5.0","Pilih Lokal","1 terjual"
"https://shopee.co.id/KALUNG-RUMBAI-WAVE-LAYER-BOBBA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.47008124929?extraParams=%7B%22display_model_id%22%3A385720540541%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wm-mmk15j3h6y9xfc","KALUNG RUMBAI WAVE LAYER BOBBA - EMAS 17K - BUNGA TANJUNG GOLD","16.758.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-VAR-28-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.48957627541?extraParams=%7B%22display_model_id%22%3A302563499684%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mne7ccfxuqrle2","KALUNG VAR 28 - EMAS 17K - BUNGA TANJUNG GOLD","8.307.000","5.0","2 terjual",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-PRINCESS-SNOW-WHITE-C-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.54160435907?extraParams=%7B%22display_model_id%22%3A415915975889%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mo6t4c5d416qe9","KALUNG KIDS ANAK PRINCESS SNOW WHITE C - EMAS 17K - BUNGA TANJUNG GOLD","7.560.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-LUXURY-TETES-AIR-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.57708556066?extraParams=%7B%22display_model_id%22%3A370758779826%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wm-mmvlscob45jcf1","KALUNG LUXURY TETES AIR - EMAS 17K - BUNGA TANJUNG GOLD","34.272.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-VAR-58-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.56457737134?extraParams=%7B%22display_model_id%22%3A395897751106%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wm-mo0z0ily03k2fe","KALUNG VAR 58 - EMAS 17K - BUNGA TANJUNG GOLD","7.752.850","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-WILLOW-LEAF-DAUN-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40011128062?extraParams=%7B%22display_model_id%22%3A360698396268%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224u-mkt9pa2mwbgi40","KALUNG WILLOW LEAF DAUN A - EMAS 17K - BUNGA TANJUNG GOLD","6.930.000","4.9","Pilih Lokal","23 terjual"
"https://shopee.co.id/KALUNG-KIDS-ANAK-ANIMALS-THUMPER-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.51860002669?extraParams=%7B%22display_model_id%22%3A380883288824%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mnwph0jx9mo030","KALUNG KIDS ANAK ANIMALS THUMPER - EMAS 17K - BUNGA TANJUNG GOLD","7.056.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-RANTAI-ARSIR-LILIT-CHAIN-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.28843467109?extraParams=%7B%22display_model_id%22%3A385047481311%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224r-mkvzymygd2wy96","KALUNG RANTAI ARSIR LILIT CHAIN BLINK - EMAS 17K - BUNGA TANJUNG GOLD","25.074.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-HOLLOW-AVELINE-WING-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.57656331674?extraParams=%7B%22display_model_id%22%3A410572476471%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224u-ml1kil9sf8cg23","KALUNG HOLLOW AVELINE WING - EMAS 17K - BUNGA TANJUNG GOLD","8.568.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-GOLDEN-LOVE-SERIES-SDW-GOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.14515855838?extraParams=%7B%22display_model_id%22%3A222816686674%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82251-mktbdd7jdclg39","KALUNG GOLDEN LOVE SERIES - SDW GOLD - EMAS 18K - BUNGA TANJUNG GOLD","10.962.000","4.9","Pilih Lokal","135 terjual"
"https://shopee.co.id/KALUNG-VAR-48-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.48457752238?extraParams=%7B%22display_model_id%22%3A360938922698%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wo-modt7s5lgzcw95","KALUNG VAR 48 - EMAS 17K - BUNGA TANJUNG GOLD","8.305.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-VAR-49-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.46557756564?extraParams=%7B%22display_model_id%22%3A420938969200%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wm-modzruwbtfrfd4","KALUNG VAR 49 - EMAS 17K - BUNGA TANJUNG GOLD","5.950.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-DISNEY-MICKEY-MINNIE-BOBBA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.28822753847?extraParams=%7B%22display_model_id%22%3A208126142988%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wp-mlvudpqy1m2r9f","KALUNG KIDS ANAK DISNEY MICKEY MINNIE BOBBA - EMAS 17K - BUNGA TANJUNG GOLD","7.469.000","4.9 Penilaian Toko","",""
